run_id,test_name,is_anomaly,cpu_usage,http_req_duration,cpu_spike,latency_spike,memory_spike,error_rate,http_failure_rate,avg_response_time,failure_rate,go_memstats_alloc_bytes,go_memstats_alloc_bytes_total,go_memstats_buck_hash_sys_bytes,go_memstats_frees_total,go_memstats_gc_sys_bytes,go_memstats_heap_alloc_bytes,go_memstats_heap_idle_bytes,go_memstats_heap_inuse_bytes,go_memstats_heap_objects,go_memstats_heap_released_bytes
light-oauth2-data-1719592986,update_client_404_ownerId,1,4.0000000000000036,0.031223,0,0,0,0.0,0.0,0.030497333333333335,1.0,2799512,69235624,1468431,909429,4302648,2799512,3489792,4440064,25887,2482176
light-oauth2-data-1719592986,update_client_404_ownerId,1,4.0000000000000036,0.030591,0,0,0,0.0,0.0,0.030497333333333335,1.0,2716056,71271032,1468671,944735,4302648,2716056,3547136,4349952,20697,2957312
light-oauth2-data-1719592986,update_client_404_clientId,1,10.000000000000009,0.030591,1,0,0,0.0,0.0,0.030497333333333335,1.0,2090512,74376672,1470007,982824,4302648,2090512,4161536,3768320,14195,2605056
light-oauth2-data-1719592986,update_client_404_clientId,1,2.0000000000000018,0.030591,1,0,0,0.0,0.0,0.030497333333333335,1.0,2706888,76216864,1471423,1004707,4302648,2706888,3637248,4292608,21456,2596864
light-oauth2-data-1719592986,update_client_404_clientId,1,6.000000000000005,0.030423,1,0,0,0.0,0.0,0.030497333333333335,1.0,2931384,78190912,1471959,1031529,4302648,2931384,3489792,4407296,23907,2875392
light-oauth2-data-1719592986,delete_client_404_no_client,1,0.0,0.030423,1,0,0,0.0,0.0,0.030497333333333335,1.0,2931384,78190912,1471959,1031529,4302648,2931384,3489792,4407296,23907,2875392
light-oauth2-data-1719592986,delete_client_404_no_client,1,5.999999999999983,0.030591,1,0,0,0.0,0.0,0.030497333333333335,1.0,2395536,81304072,1472767,1067862,4302648,2395536,3948544,3981312,18697,2473984
light-oauth2-data-1719592986,delete_client_404_no_client,1,4.0000000000000036,0.030591,1,0,0,0.0,0.0,0.030497333333333335,1.0,2575936,83223864,1473223,1097267,4302648,2575936,3448832,4481024,18068,2072576
light-oauth2-data-1719592986,get_client_404_no_client,1,5.000000000000004,0.030591,0,0,0,0.0,0.0,0.030497333333333335,1.0,2507496,85149528,1473543,1122830,4302648,2507496,3850240,4014080,22139,3203072
light-oauth2-data-1719592986,get_client_404_no_client,1,4.0000000000000036,0.030591,0,0,0,0.0,0.0,0.030497333333333335,1.0,2104160,88235392,1473543,1161791,4302648,2104160,4161536,3768320,14274,2400256
light-oauth2-data-1719592986,get_client_404_no_client,1,4.0000000000000036,0.030591,0,0,0,0.0,0.0,0.030497333333333335,1.0,2659176,90061776,1474775,1180064,4302648,2659176,3694592,4202496,24301,2195456
light-oauth2-data-1719592986,get_client_page_400_no_page,1,7.499999999999979,0.030591,1,0,0,0.0,0.0,0.030497333333333335,1.0,2757064,92066952,1475807,1210091,4302648,2757064,3670016,4227072,23712,2793472
light-oauth2-data-1719592986,get_client_page_400_no_page,1,6.000000000000005,0.031197,0,0,0,0.0,0.0,0.030497333333333335,1.0,2120640,95161264,1476231,1251028,4302648,2120640,4087808,3842048,14566,2392064
light-oauth2-data-1719592986,get_client_page_400_no_page,1,4.0000000000000036,0.031223,1,0,0,0.0,0.0,0.030497333333333335,1.0,2551856,96953328,1477679,1270834,4302648,2551856,3866624,4096000,22673,2187264
light-oauth2-data-1719592986,register_service_400_service_id,1,0.0,0.031223,1,0,0,0.0,0.0,0.030497333333333335,1.0,2551856,96953328,1477679,1270834,4302648,2551856,3866624,4096000,22673,2187264
light-oauth2-data-1719592986,register_service_400_service_id,1,2.0000000000000018,0.031223,1,0,0,0.0,0.0,0.030497333333333335,1.0,2824432,99012160,1477679,1299258,4302648,2824432,3686400,4210688,24341,2949120
light-oauth2-data-1719592986,register_service_400_service_id,1,6.000000000000005,0.031197,1,0,0,0.0,0.0,0.030497333333333335,1.0,2148240,102086904,1479095,1340144,4302648,2148240,4104192,3825664,15002,2416640
light-oauth2-data-1719592986,register_service_400_service_type,1,6.666666666666672,0.031197,0,0,0,0.0,0.0,0.030497333333333335,1.0,2525224,103908688,1479543,1362990,4302648,2525224,3809280,4087808,20456,2564096
light-oauth2-data-1719592986,register_service_400_service_type,1,4.0000000000000036,0.030591,1,0,0,0.0,0.0,0.030497333333333335,1.0,2837184,105848872,1479839,1389655,4302648,2837184,3547136,4349952,23299,3072000
light-oauth2-data-1719592986,register_service_400_service_type,1,4.0000000000000036,0.030423,0,0,0,0.0,0.0,0.030497333333333335,1.0,2366440,108900120,1479839,1426046,4302648,2366440,4005888,3923968,18323,3137536
light-oauth2-data-1719592986,register_service_404_no_user,1,7.499999999999951,0.030591,1,0,0,0.0,0.0,0.030497333333333335,1.0,3053528,110784856,1480383,1445303,4302648,3053528,3497984,4399104,27843,3137536
light-oauth2-data-1719592986,register_service_404_no_user,1,4.0000000000000036,0.030423,1,0,0,0.0,0.0,0.030497333333333335,1.0,3187856,112802336,1480647,1473390,4304696,3187856,3203072,4661248,29558,2596864
light-oauth2-data-1719592986,register_service_404_no_user,1,4.0000000000000036,0.030423,0,0,0,0.0,0.0,0.030497333333333335,1.0,2202616,115936320,1480647,1518575,4304696,2202616,4055040,3907584,15629,3121152
light-oauth2-data-1719592986,update_service_404_user_id,1,5.000000000000004,0.030591,0,0,0,0.0,0.0,0.030497333333333335,1.0,2758000,117697616,1480647,1535810,4304696,2758000,3743744,4186112,26137,2932736
light-oauth2-data-1719592986,update_service_404_user_id,1,4.0000000000000036,0.030591,0,0,0,0.0,0.0,0.030497333333333335,1.0,2955312,119748416,1480647,1565757,4304696,2955312,3571712,4292608,26185,3260416
light-oauth2-data-1719592986,update_service_404_user_id,1,6.000000000000005,0.030591,1,0,0,0.0,0.0,0.030497333333333335,1.0,2132176,122871592,1480647,1609024,4304696,2132176,4104192,3825664,14747,2555904
light-oauth2-data-1719592986,update_service_404_service_id,1,0.0,0.030591,1,0,0,0.0,0.0,0.030497333333333335,1.0,2132176,122871592,1480647,1609024,4304696,2132176,4104192,3825664,14747,2555904
light-oauth2-data-1719592986,update_service_404_service_id,1,4.0000000000000036,0.030591,1,0,0,0.0,0.0,0.030497333333333335,1.0,2491688,124660496,1481343,1630761,4304696,2491688,3899392,4030464,21184,3031040
light-oauth2-data-1719592986,update_service_404_service_id,1,6.000000000000005,0.030423,1,0,0,0.0,0.0,0.030497333333333335,1.0,2329728,127762040,1482047,1666594,4304696,2329728,4063232,3866624,16857,2662400
light-oauth2-data-1719592986,delete_service_404_no_service,1,3.333333333333336,0.030257,1,0,0,0.0,0.0,0.030497333333333335,1.0,2451136,129565872,1482815,1691336,4304696,2451136,3866624,3997696,20711,3014656
light-oauth2-data-1719592986,delete_service_404_no_service,1,4.0000000000000036,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,2905952,131511160,1484119,1716847,4337464,2905952,3465216,4399104,24001,2998272
light-oauth2-data-1719592986,delete_service_404_no_service,1,6.000000000000005,0.030257,1,0,0,0.0,0.0,0.030497333333333335,1.0,2548432,134699904,1484119,1753559,4304696,2548432,3792896,4136960,19491,2293760
light-oauth2-data-1719592986,get_service_404_no_service,1,4.0000000000000036,0.030191,1,0,0,0.0,0.0,0.030497333333333335,1.0,2433520,136729288,1484575,1784820,4304696,2433520,3538944,4390912,18127,1933312
light-oauth2-data-1719592986,get_service_404_no_service,1,3.999999999999959,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,2374024,138578904,1485039,1812207,4304696,2374024,3784704,4112384,19262,2777088
light-oauth2-data-1719592986,get_service_404_no_service,1,4.0000000000000036,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,2681568,140534632,1485847,1840001,4304696,2681568,3637248,4259840,20797,3153920
light-oauth2-data-1719592986,get_service_page_400_no_page,1,7.500000000000006,0.030358999999999997,1,0,0,0.0,0.0,0.030497333333333335,1.0,2417312,143640744,1486079,1873899,4304696,2417312,3874816,4055040,18417,2367488
light-oauth2-data-1719592986,get_service_page_400_no_page,1,4.0000000000000036,0.030358999999999997,1,0,0,0.0,0.0,0.030497333333333335,1.0,2468736,145476704,1486511,1901652,4304696,2468736,3710976,4153344,19114,2711552
light-oauth2-data-1719592986,get_service_page_400_no_page,1,4.0000000000000036,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,2784928,147453024,1486991,1924335,4304696,2784928,3678208,4186112,26213,2973696
light-oauth2-data-1719592986,authorization_code_invalid_password_401,1,4.0000000000000036,0.030358999999999997,0,0,0,0.0,0.0,0.030497333333333335,1.0,3164560,149434936,1487679,1951069,4337464,3164560,3211264,4653056,28052,2883584
light-oauth2-data-1719592986,authorization_code_invalid_password_401,1,6.000000000000005,0.030257,1,0,0,0.0,0.0,0.030497333333333335,1.0,2326344,152622480,1487679,1995158,4304696,2326344,3997696,3964928,16586,1671168
light-oauth2-data-1719592986,authorization_code_invalid_password_401,1,4.0000000000000036,0.030191,1,0,0,0.0,0.0,0.030497333333333335,1.0,2466768,154533272,1487903,2020848,4304696,2466768,3571712,4358144,19846,2392064
light-oauth2-data-1719592986,authorization_code_missing_response_type_400,1,5.000000000000004,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,2473480,156448368,1487903,2048750,4304696,2473480,3899392,3997696,21108,3129344
light-oauth2-data-1719592986,authorization_code_missing_response_type_400,1,4.0000000000000036,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,3023400,158437440,1488639,2072463,4304696,3023400,3457024,4440064,26344,3080192
light-oauth2-data-1719592986,authorization_code_missing_response_type_400,1,6.000000000000005,0.030191,1,0,0,0.0,0.0,0.030497333333333335,1.0,2124104,161571976,1488639,2116341,4304696,2124104,4087808,3842048,14685,2097152
light-oauth2-data-1719592986,authorization_code_response_not_code_400,1,0.0,0.030191,1,0,0,0.0,0.0,0.030497333333333335,1.0,2124104,161571976,1488639,2116341,4304696,2124104,4087808,3842048,14685,2097152
light-oauth2-data-1719592986,authorization_code_response_not_code_400,1,3.999999999999959,0.030257,1,0,0,0.0,0.0,0.030497333333333335,1.0,2582536,163442536,1488639,2137468,4304696,2582536,3653632,4243456,22427,2097152
light-oauth2-data-1719592986,authorization_code_response_not_code_400,1,4.0000000000000036,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,2533632,165418832,1488951,2166723,4304696,2533632,3850240,4046848,22033,2777088
light-oauth2-data-1719592986,authorization_code_client_id_missing_400,1,5.000000000000004,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,2990920,167370328,1489455,2191411,4304696,2990920,3514368,4415488,27149,2744320
light-oauth2-data-1719592986,authorization_code_client_id_missing_400,1,6.000000000000005,0.030235,0,0,0,0.0,0.0,0.030497333333333335,1.0,2096256,170543592,1489895,2236305,4304696,2096256,4210688,3719168,14105,2465792
light-oauth2-data-1719592986,authorization_code_client_id_missing_400,1,4.0000000000000036,0.030235,1,0,0,0.0,0.0,0.030497333333333335,1.0,2601600,172423824,1490367,2256284,4304696,2601600,3620864,4308992,22667,2465792
light-oauth2-data-1719592986,authorization_code_invalid_client_id_404,1,4.0000000000000036,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,2611256,174384312,1490895,2286419,4304696,2611256,3686400,4177920,21616,2809856
light-oauth2-data-1719592986,authorization_code_invalid_client_id_404,1,6.000000000000005,0.030257,1,0,0,0.0,0.0,0.030497333333333335,1.0,2917760,176392320,1491399,2312463,4304696,2917760,3596288,4300800,25335,2809856
light-oauth2-data-1719592986,authorization_code_invalid_client_id_404,1,4.0000000000000036,0.030257,1,0,0,0.0,0.0,0.030497333333333335,1.0,2381096,179503504,1492375,2352344,4306744,2381096,3956736,3973120,17460,2449408
light-oauth2-data-1719592986,access_token_illegal_grant_type_400,1,5.000000000000004,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,2496208,181416264,1493063,2379934,4306744,2496208,3588096,4308992,18923,2490368
light-oauth2-data-1719592986,access_token_illegal_grant_type_400,1,6.000000000000005,0.030257,0,0,0,0.0,0.0,0.030497333333333335,1.0,2728776,183364824,1493303,2406124,4306744,2728776,3555328,4341760,21913,2449408
light-oauth2-data-1719592986,access_token_illegal_grant_type_400,1,2.0000000000000018,0.030358999999999997,1,0,0,0.0,0.0,0.030497333333333335,1.0,2808368,185358184,1493799,2431580,4306744,2808368,3538944,4358144,26741,2138112
light-oauth2-data-1719592986,access_token_client_id_not_found_404,1,5.999999999999961,0.030358999999999997,1,0,0,0.0,0.0,0.030497333333333335,1.0,2876936,187355584,1494239,2460727,4306744,2876936,3596288,4333568,26674,2596864
light-oauth2-data-1719592986,access_token_client_id_not_found_404,1,4.0000000000000036,0.030423,1,0,0,0.0,0.0,0.030497333333333335,1.0,3187520,189449192,1494695,2488452,4306744,3187520,3219456,4644864,27764,2596864
light-oauth2-data-1719592986,access_token_client_id_not_found_404,1,6.000000000000005,0.030423,1,0,0,0.0,0.0,0.030497333333333335,1.0,2288032,192543760,1495191,2532806,4306744,2288032,4022272,3907584,15982,2170880
light-oauth2-data-1719592986,access_token_client_secret_wrong_401,1,5.000000000000004,0.030358999999999997,0,0,0,0.0,0.0,0.030497333333333335,1.0,2604632,194355728,1495191,2556539,4306744,2604632,3645440,4120576,19957,2490368
light-oauth2-data-1719592986,access_token_client_secret_wrong_401,1,2.0000000000000018,0.030423,1,0,0,0.0,0.0,0.030497333333333335,1.0,2827176,196324576,1495663,2583341,4306744,2827176,3620864,4308992,23181,3194880
light-oauth2-data-1719592986,access_token_client_secret_wrong_401,1,6.000000000000005,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,2247984,199469864,1495663,2622219,4306744,2247984,4038656,3891200,16097,2121728
light-oauth2-data-1719592986,access_token_auth_header_error_401,1,5.000000000000004,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2428424,201347304,1495903,2647459,4306744,2428424,3751936,4177920,19439,2711552
light-oauth2-data-1719592986,access_token_auth_header_error_401,1,5.999999999999961,0.030510000000000002,0,0,0,0.0,0.0,0.030497333333333335,1.0,2755032,203379784,1496135,2675983,4306744,2755032,3457024,4472832,21275,2662400
light-oauth2-data-1719592986,access_token_auth_header_error_401,1,4.0000000000000036,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,2677432,205355032,1497087,2705427,4306744,2677432,3514368,4382720,21342,2703360
light-oauth2-data-1719592986,access_token_missing_authorization_header_400,1,0.0,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,2677432,205355032,1497087,2705427,4306744,2677432,3514368,4382720,21342,2703360
light-oauth2-data-1719592986,access_token_missing_authorization_header_400,1,4.0000000000000036,0.030510000000000002,1,0,0,0.0,0.0,0.030497333333333335,1.0,2880552,207382200,1497319,2729926,4306744,2880552,3653632,4276224,26019,2703360
light-oauth2-data-1719592986,access_token_missing_authorization_header_400,1,4.0000000000000036,0.030510000000000002,0,0,0,0.0,0.0,0.030497333333333335,1.0,3146136,209380648,1497319,2757422,4306744,3146136,3366912,4530176,28541,2695168
light-oauth2-data-1719592986,access_token_form_urlencoded_400,1,5.000000000000004,0.030510000000000002,0,0,0,0.0,0.0,0.030497333333333335,1.0,3137336,211405280,1497607,2786924,4339512,3137336,3325952,4538368,29050,2809856
light-oauth2-data-1719592986,access_token_form_urlencoded_400,1,4.0000000000000036,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2438760,214543056,1498127,2829191,4306744,2438760,3907584,4022272,18052,2146304
light-oauth2-data-1719592986,access_token_form_urlencoded_400,1,6.00000000000005,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,2383672,216428136,1498375,2858079,4306744,2383672,3792896,4169728,18006,2908160
light-oauth2-data-1719592986,access_token_authorization_form_401,1,4.0000000000000036,0.030510000000000002,1,0,0,0.0,0.0,0.030497333333333335,1.0,2682744,218361456,1499095,2880632,4306744,2682744,3727360,4169728,24651,2760704
light-oauth2-data-1719592986,access_token_authorization_form_401,1,5.999999999999961,0.030510000000000002,1,0,0,0.0,0.0,0.030497333333333335,1.0,2802912,220356256,1499327,2908764,4306744,2802912,3489792,4440064,26060,2596864
light-oauth2-data-1719592986,access_token_authorization_form_401,1,2.000000000000046,0.030510000000000002,1,0,0,0.0,0.0,0.030497333333333335,1.0,2846552,222390112,1499831,2937781,4308792,2846552,3522560,4407296,26887,2596864
light-oauth2-data-1719592986,invalid_code_challenge_method_pkce_400,1,4.999999999999893,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,2948712,224416608,1500303,2967694,4308792,2948712,3538944,4358144,26573,3104768
light-oauth2-data-1719592986,invalid_code_challenge_method_pkce_400,1,6.00000000000005,0.030423,0,0,0,0.0,0.0,0.030497333333333335,1.0,2428760,227564184,1500607,3008544,4308792,2428760,3801088,4128768,17655,2326528
light-oauth2-data-1719592986,invalid_code_challenge_method_pkce_400,1,5.999999999999961,0.030423,0,0,0,0.0,0.0,0.030497333333333335,1.0,2440168,229466608,1501407,3035280,4308792,2440168,3653632,4243456,19833,2023424
light-oauth2-data-1719592986,code_challenge_too_short_pkce_400,1,2.5000000000000577,0.030423,1,0,0,0.0,0.0,0.030497333333333335,1.0,2684168,231485904,1502095,3060479,4308792,2684168,3686400,4177920,23799,2785280
light-oauth2-data-1719592986,code_challenge_too_short_pkce_400,1,4.0000000000000036,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2920944,233444168,1502335,3087459,4308792,2920944,3588096,4341760,26680,2760704
light-oauth2-data-1719592986,code_challenge_too_short_pkce_400,1,5.999999999999961,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,3172128,235443984,1502567,3115237,4308792,3172128,3350528,4546560,28839,2736128
light-oauth2-data-1719592986,code_challenge_too_long_pkce_400,1,5.000000000000004,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2438832,238562936,1503047,3157387,4308792,2438832,3907584,4022272,17998,2523136
light-oauth2-data-1719592986,code_challenge_too_long_pkce_400,1,6.00000000000005,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2494288,240383232,1503047,3183645,4308792,2494288,3694592,4169728,20320,2678784
light-oauth2-data-1719592986,code_challenge_too_long_pkce_400,1,1.9999999999999574,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,2831000,242406680,1503047,3208571,4308792,2831000,3694592,4202496,24629,2678784
light-oauth2-data-1719592986,code_challenge_invalid_format_pkce_400,1,0.0,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,2831000,242406680,1503047,3208571,4308792,2831000,3694592,4202496,24629,2678784
light-oauth2-data-1719592986,code_challenge_invalid_format_pkce_400,1,6.00000000000005,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,2368440,245489552,1503903,3247604,4308792,2368440,3981312,3948544,17314,2736128
light-oauth2-data-1719592986,code_challenge_invalid_format_pkce_400,1,5.999999999999961,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2562336,247359408,1503903,3270926,4308792,2562336,3792896,4104192,22335,2293760
light-oauth2-data-1719592986,invalid_code_verifier_format_PKCE_400,1,5.000000000000004,0.030423,0,0,0,0.0,0.0,0.030497333333333335,1.0,2748048,249315424,1504143,3297449,4308792,2748048,3489792,4374528,25102,1933312
light-oauth2-data-1719592986,invalid_code_verifier_format_PKCE_400,1,4.0000000000000036,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2733320,251350328,1504935,3331797,4308792,2733320,3588096,4308992,21501,3112960
light-oauth2-data-1719592986,invalid_code_verifier_format_PKCE_400,1,4.0000000000000036,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2276360,254447376,1504935,3368074,4308792,2276360,3997696,3964928,16193,2547712
light-oauth2-data-1719592986,code_verifier_too_short_pkce_400,1,4.0000000000000036,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2692728,256344504,1505151,3389672,4308792,2692728,3604480,4292608,24070,2285568
light-oauth2-data-1719592986,code_verifier_too_short_pkce_400,1,4.0000000000000036,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2681144,258379000,1505383,3422081,4308792,2681144,3489792,4472832,20641,1933312
light-oauth2-data-1719592986,code_verifier_too_short_pkce_400,1,4.0000000000000036,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2572120,260300896,1506143,3450625,4308792,2572120,3629056,4268032,20977,2850816
light-oauth2-data-1719592986,code_verifier_too_long_pkce_400,1,6.666666666666672,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,2906040,262317520,1506375,3477895,4341560,2906040,3473408,4390912,24384,2981888
light-oauth2-data-1719592986,code_verifier_too_long_pkce_400,1,5.999999999999961,0.030491,0,0,0,0.0,0.0,0.030497333333333335,1.0,2137544,265448464,1506671,3518692,4308792,2137544,4145152,3817472,14762,2686976
light-oauth2-data-1719592986,code_verifier_too_long_pkce_400,1,4.0000000000000036,0.030423,1,0,0,0.0,0.0,0.030497333333333335,1.0,2787552,267335552,1507455,3540557,4308792,2787552,3383296,4513792,21830,2646016
light-oauth2-data-1719592986,code_verifier_missing_pkce_400,1,7.500000000000062,0.030491,1,0,0,0.0,0.0,0.030497333333333335,1.0,2564472,269366840,1507703,3570537,4308792,2564472,3694592,4202496,21550,3006464
